file_name,class_name
sHVNaitVBlY.mp3,Tech House
VogjkTzfHQM.mp3,Tech House
CNl2IKdV7Q4.mp3,Tech House
tt8Q8gLJfeI.mp3,Tech House
vTiJjBH7sX8.mp3,Tech House
mIaV0TFQkzk.mp3,Tech House
JguykkW4rMY.mp3,Tech House
lRt9jS9PTzQ.mp3,EDM
9dhVXLUpY4s.mp3,Techno
KevUFO2moZI.mp3,Techno
9KjKTvsNVo8.mp3,Techno
TC9ly3cOMdE.mp3,Techno
Nsct-e-HVE0.mp3,Techno
bh66pGIhysQ.mp3,Techno
UG3uuStJnXA.mp3,Techno
Ul-Jh_E1-uM.mp3,Techno
W0cMYteDA1w.mp3,Techno
Epgo8ixX6Wo.mp3,Trip Hop
kX3JCrEs_qw.mp3,Trip Hop
B4TxEsRxltg.mp3,Trip Hop
jcFuSDcBh8w.mp3,Trip Hop
InFbBlpDTfQ.mp3,Trip Hop
GtNQ0qrfDIk.mp3,Trip Hop
3dvbLfVRmhE.mp3,Trip Hop
ggacjeZRdok.mp3,Trip Hop
_AKEVGfpHN0.mp3,Trip Hop
Gxa7VEGdbqQ.mp3,Trip Hop
4P0hG3sD0-E.mp3,Vocal Jazz
3TS3Ltbn2bY.mp3,Vocal Jazz
GeisCvjwBMo.mp3,Vocal Jazz
389fPqjTi9M.mp3,Vocal Jazz
8_2xTSfEVMM.mp3,Vocal Jazz
w2-JMILYhi4.mp3,Vocal Jazz
OoAP9Dtz6gc.mp3,Vocal Jazz
yJbT_YVPda0.mp3,Vocal Jazz
EsYrpHcGy5E.mp3,Vocal Jazz
hTe19RV3HRo.mp3,Vocal Jazz
